address_components,adr_address,business_status,formatted_address,geometry,icon,name,photos,place_id,rating,reviews,types,url,user_ratings_total,utc_offset,vicinity,wheelchair_accessible_entrance,formatted_phone_number,plus_code,current_opening_hours,opening_hours
"[{'long_name': 'MRGX+2FC', 'short_name': 'MRGX+2FC', 'types': ['plus_code']}, {'long_name': 'Mombasa Road', 'short_name': 'Mombasa Road', 'types': ['route']}, {'long_name': 'Embakasi', 'short_name': 'Embakasi', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Nairobi', 'short_name': 'Nairobi', 'types': ['locality', 'political']}, {'long_name': 'Nairobi County', 'short_name': 'Nairobi County', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Kenya', 'short_name': 'KE', 'types': ['country', 'political']}]","MRGX+2FC, <span class=""street-address"">Mombasa Road</span>, <span class=""locality"">Nairobi</span>, <span class=""country-name"">Kenya</span>",OPERATIONAL,"MRGX+2FC, Mombasa Road, Nairobi, Kenya","{'location': {'lat': -1.3249253, 'lng': 36.84864929999999}, 'viewport': {'northeast': {'lat': -1.323582869708497, 'lng': 36.84996548029149}, 'southwest': {'lat': -1.326280830291502, 'lng': 36.8472675197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/parking-71.png,Parking Parkside Towers,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107161034331401745466"">Mark muiruri</a>'], 'photo_reference': 'AWU5eFjn3zKQEnep9dyDj_CfeIUGcBIjnUJDl6TXyP24E7pl9W2ylLzI7XVUaoXyMBaTFtd5PkQjFltX2IOZvAYDyWb_ObxvGDHAAG4bLHl_yXnufstFN8GuD_V53vHSCUREMXSW-8Tm_gtc8Lpo7_V2IzokPkoH0luR4KdDQwJsXDXsOItb', 'width': 3000}, {'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112003985758617643882"">Cliff Odero</a>'], 'photo_reference': 'AWU5eFh6smm2n46AO0yMsOGiX75BJc9rJ8w8yQdvZfcr7pfrSg9a_v-PGvS_fNSSaW1Un8Vxr4PFMmkPGmm8PwbO1uU_3iEvyw_6m07oCmaNktj8YWvWi306hMZHBz5rlBz-BD4Thc3e1SQ2rGEGEnW3aPBj5mm1GAYyB1RB97_d19J3dyuP', 'width': 3264}, {'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106187296413365901031"">Kelvin Ofula</a>'], 'photo_reference': 'AWU5eFgSdjUXP75lIb8d8vT5eLN-EqdCFFiO_j-Y07c4EqaGKu3F3cO6XskPUm8LevCZgwo7kc_fhBkvR1C1YypKeTx8kFROmI43uKyozhRwg-xo8dYJ9Njx-Yk5XWJN49VSL8n3yhsNCFWAP0nMYlffKEB5-T0p8be4mZ3eI59Zi9ayory8', 'width': 3024}, {'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117741760105715720878"">Brian Mulwa</a>'], 'photo_reference': 'AWU5eFgzz_l2SS_s0o0ondJzaWIspnMFEQ-Rj220EA9ybfH3RFf_jQNpc84Jqyj8CoEVAsyXiOQ9Q1bP-HyhOGxRo2ZEetZAfOKBGO89TKzcYZb68A12n5jO9fHCC6TwN8yRSYqZIpKXS_jUeIOY3zfCVt757UA4Z0ESOYmm3JcTd-fJmGNC', 'width': 3072}, {'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117741760105715720878"">Brian Mulwa</a>'], 'photo_reference': 'AWU5eFisvynpJIUKEOAE3Tuqxul8fkQDYb2JcuWni4GGfs5ssoiNME7fb5ZUNbmERAW0UOsUHQI35ij1Kg_3lo48rez3lbjSbISnuJaVbwopomA5qaZx7SGEqjYKM1EqXZBy5bFEhxO3wbJYuEF03HsQCm0_FlwfNT7rU_FWwui0om2jQRtQ', 'width': 4080}, {'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112003985758617643882"">Cliff Odero</a>'], 'photo_reference': 'AWU5eFi8U59kwQG1rmbynxFAZkiR3RlW44zbzMoZwOjbG-qzQUhFWhXnzTe1Qp9g4C6sw3gwirCpXPzO8NiPOP2UHfG8USeaK2C2DO34h3C4vRw7g4UrerXd2Bc5sPJlCPHFj4QZftNLMUj1arIUXlOXsF9kwfGdu8Fm6SnRDeyJfplhd9v2', 'width': 3264}, {'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118287292697352364024"">Asrade Abate</a>'], 'photo_reference': 'AWU5eFhhpi2_YFCM90oL5aqIWvMhGzVPEReKV3UkVNnkywJc-MaulsPGJeC9wp-CIVLUT4p33GCiorBjo41JOmpWIr6HPZf4ebhQjaqjsEi_kR_llQz1Y9tTga31PgpMhjWn9JQCOdmtF8VNMvTBN0ageso79APNnkiC7uEDPUHuOAJIyHQq', 'width': 2560}, {'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116546360456267645741"">Peterson Wanjiku</a>'], 'photo_reference': 'AWU5eFgxnaqYuAlfmztGSJ_N54ZnC1UzTzfHQekqlCzJbYzbhy-KlRuW2qpT6TQS3S8AoE6qOn_tGD4_Z85Q-JjY64BZQYoD8iL42wevhWmkiWvT_hIZPkeEuxwGhncT_OVLSDrkZg99BK4YqjRduqJD-ePl-8b-wD2EC8jsWEn7oROvQpSo', 'width': 1712}, {'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104191631333665642684"">Kebaya</a>'], 'photo_reference': 'AWU5eFiyjBo5vr-jkxsXCLoZsZ5rBmg_ivd6cxAhIoRffd5NI3RyxoT2llPgHoWd6RX1KX2-lFoKaQ36kSKj8mrHxqz09f1Y096_DQcLcS1wO0_hHp01_wPUSSABK7-wgoe9FnPXG09TxPmudvkQ1tzOqmdzEVlJMG4El3IZ7G9pCYkOX5H7', 'width': 3024}, {'height': 1712, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116546360456267645741"">Peterson Wanjiku</a>'], 'photo_reference': 'AWU5eFgo73-Ni_CjIvE8b6_A02oF2rCSCQC_6rsFE3qVm-f1wFu59cceTSTtiXaEhRIJ-Lx0LHIY36QQQanlxDesx-MK410HUe_OUxTuK3w-Z-DVN71PXYBwS5QHyk77ulUBIVQZB8iJycfyNsnDeYyK2RJBVmsaaacb1FpFkpgt2ce2agnC', 'width': 2560}]",ChIJU5sTO5URLxgRfYJgYcLlr9Q,4.3,"[{'author_name': 'IAN KOCHOLLAH', 'author_url': 'https://www.google.com/maps/contrib/105589477714470105616/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjXhtQyyvLp5yUc-94JNVJWnVGzyk9wCcQwpZf7nWOkZj_0=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Home to Airtel Kenya HQ', 'time': 1701799348, 'translated': False}, {'author_name': 'lisan lesilele', 'author_url': 'https://www.google.com/maps/contrib/100816929847742377975/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocIWl9VgLeWU388Et1OXt0pTJu5E9-_a-6GLXxhNld8LLA=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Airtel service is very perfect and convenient 👌', 'time': 1666098825, 'translated': False}, {'author_name': 'Asrade Abate', 'author_url': 'https://www.google.com/maps/contrib/118287292697352364024/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjVoUmcsVKka12B93MHOSgSxBe-ZEByrtwn8UkyiGvIEpw=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 4, 'relative_time_description': '7 months ago', 'text': 'Airtel center, Mombasa road', 'time': 1688208754, 'translated': False}, {'author_name': 'Kigen Gilbert', 'author_url': 'https://www.google.com/maps/contrib/113162565910571227483/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocKymIj9lZRsr99D2zxgQrzf2cvUu7HPXkdpwCywEjCFYWI=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '7 years ago', 'text': 'Airtel  is a decent place to work..friendly colleagues', 'time': 1479355120, 'translated': False}, {'author_name': 'Kenneth Nyaga', 'author_url': 'https://www.google.com/maps/contrib/115796882948156001484/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjWAAI8Z7SKnDAmhdujIm2X-FA8l6WuvAlSBG9ksS-Vx7A65=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Quiet building that hosts Airtel Kenya offices', 'time': 1551756237, 'translated': False}]","['parking', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15325720679985218173,18.0,180,"MRGX+2FC, Mombasa Road, Nairobi",True,,,,
"[{'long_name': 'QVJH+JG9', 'short_name': 'QVJH+JG9', 'types': ['plus_code']}, {'long_name': 'Nairobi', 'short_name': 'Nairobi', 'types': ['locality', 'political']}, {'long_name': 'Nairobi County', 'short_name': 'Nairobi County', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Kenya', 'short_name': 'KE', 'types': ['country', 'political']}]","QVJH+JG9, <span class=""locality"">Nairobi</span>, <span class=""country-name"">Kenya</span>",OPERATIONAL,"QVJH+JG9, Nairobi, Kenya","{'location': {'lat': -1.2184508, 'lng': 36.87885909999999}, 'viewport': {'northeast': {'lat': -1.217101119708498, 'lng': 36.8802487302915}, 'southwest': {'lat': -1.219799080291502, 'lng': 36.8775507697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/parking-71.png,USIU ICT Center Parking Lot,,ChIJaROGgPcVLxgRmgj1KWe6_KM,4.6,"[{'author_name': 'Navis Preston', 'author_url': 'https://www.google.com/maps/contrib/108548770086031914428/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjXltagJX7Z3hH82bT8PaImyKC57CZG4D5m83CqnkK3FmFw=s128-c0x00000000-cc-rp-mo', 'rating': 3, 'relative_time_description': '5 years ago', 'text': ""It's best to get there in the morning. It's almost always full!"", 'time': 1527785052, 'translated': False}, {'author_name': 'Christabel Wanaswa', 'author_url': 'https://www.google.com/maps/contrib/102190475210648750297/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocIA_oQfBkCzaIPsbgfmTuZXiKR93tDwQrkpZaEmYeQz=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '6 years ago', 'text': 'Very clean n ample parking space', 'time': 1490169523, 'translated': False}, {'author_name': 'Muindi Hezron', 'author_url': 'https://www.google.com/maps/contrib/106066955070406360711/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjUdJVBV4jSdxS13DdT08aTBbUD8shMVqBIOzQkJhhGpEw=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '5 years ago', 'text': 'Nice place. Consideration for disabled persons.', 'time': 1546966419, 'translated': False}, {'author_name': 'JimWales', 'author_url': 'https://www.google.com/maps/contrib/114331237225798287506/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocJqmvh7nXLgbAJWGFKxyYLJZni1FYHrrBjmXbYkEhfppQ=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 years ago', 'text': 'It is well demarcated and have a parking for disabled people', 'time': 1549005403, 'translated': False}, {'author_name': 'Benito Lekopole', 'author_url': 'https://www.google.com/maps/contrib/106859240443368261072/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjWiHh3e6uLF7tmNy50PIiy_ZBci233PdVC7hLE8Gw2SVM5h=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Spacious and well located', 'time': 1559821571, 'translated': False}]","['parking', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11816524474561661082,27.0,180,"QVJH+JG9, Nairobi",True,,,,
"[{'long_name': 'PRC6+VMP', 'short_name': 'PRC6+VMP', 'types': ['plus_code']}, {'long_name': 'Kilimani', 'short_name': 'Kilimani', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Nairobi', 'short_name': 'Nairobi', 'types': ['locality', 'political']}, {'long_name': 'Nairobi County', 'short_name': 'Nairobi County', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Kenya', 'short_name': 'KE', 'types': ['country', 'political']}]","PRC6+VMP, <span class=""locality"">Nairobi</span>, <span class=""country-name"">Kenya</span>",OPERATIONAL,"PRC6+VMP, Nairobi, Kenya","{'location': {'lat': -1.2777789, 'lng': 36.8117094}, 'viewport': {'northeast': {'lat': -1.276415219708498, 'lng': 36.8130747302915}, 'southwest': {'lat': -1.279113180291502, 'lng': 36.8103767697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,University of Nairobi Parking,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114950546488223001818"">PTAHRANKING PHOTOGRAPHY</a>'], 'photo_reference': 'AWU5eFhCtcZ-VWKOcbLDN5YakJuWxAvMLZ6sv--YfE50RTbwjhSYZRCgmKxwcYedc_vde-cNDykbNPJQ9rXcLLQn9gUmHjJ6YqnHFGFoEQ302L4VdcfQIhS-EA1eU-HOKa07Ksu2XK1Ce_wSvdtAK4jMxLJhG2e16bRU39Bbf4kT7Mg6MFZt', 'width': 3024}, {'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102993733128250520864"">Joe Mamboleo</a>'], 'photo_reference': 'AWU5eFjr06DSz7dxa8aUIZ-nzhNiSTxgrZ7Ahg0j0iwaKH1ZSe_1GRd_y_7bZMPpYAwRdVRnpoeTXwIU7xIaT1HoTSrTfGYNTje_gzVLii61NS26yJJuD6LwdMKgtc3AW94uKpVntj2lFCwiqvi6Z_oE_wRGHj_eqWkJt2pLAW733KCRSZSx', 'width': 1836}]",ChIJBUvaWTIXLxgRpEd8olHgf-I,4.3,"[{'author_name': 'Stanley Simiyu', 'author_url': 'https://www.google.com/maps/contrib/102260092757103476588/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjVXaWIe5UJgV1F84VAggks5XKRInNbjf2HlNH2pa13cJ0M=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 months ago', 'text': ""It's a cool place to be... interesting and sorounded with trees thus having plenty of fresh air"", 'time': 1697440746, 'translated': False}, {'author_name': 'Yara Leonard', 'author_url': 'https://www.google.com/maps/contrib/106126969272229242295/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjU9Gx-Z0harE9o4ZhM0WGoCq9dGLsfWaijFBY9_uF_JvqIO=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': 'a year ago', 'text': ""It's so attractive and situated in a fair grounds!"", 'time': 1651505720, 'translated': False}, {'author_name': 'Nicodemus Wanjala', 'author_url': 'https://www.google.com/maps/contrib/104765913115787490926/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjUewkpVBFej7kLv1clAWjrcbAkFjOILRhRemNZ7QRBHcgs=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '5 years ago', 'text': ""Staff parking. You won't be allowed to park here without a valid parking sticker. Safe and secure."", 'time': 1523893189, 'translated': False}, {'author_name': 'bernard mutura', 'author_url': 'https://www.google.com/maps/contrib/116890395307441406044/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocJgQrLgFfUR1Px99ow4sRYCrjfxS-JBLLRbOXJ4tj1G=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '6 years ago', 'text': 'Nice place, open to university fraternity only.', 'time': 1516818088, 'translated': False}, {'author_name': 'Joe Mamboleo', 'author_url': 'https://www.google.com/maps/contrib/102993733128250520864/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocLq10WuAKjlLmroZ7brVeSgGaGo9EJVf7e2sEFGcpmA=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 3, 'relative_time_description': '5 years ago', 'text': 'Wonderful environment for a Sunday walk', 'time': 1547976316, 'translated': False}]","['university', 'parking', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16321010215836993444,7.0,180,"PRC6+VMP, Nairobi",True,,,,
"[{'long_name': 'Nairobi Central', 'short_name': 'Nairobi Central', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Nairobi City', 'short_name': 'Nairobi City', 'types': ['locality', 'political']}, {'long_name': 'Nairobi County', 'short_name': 'Nairobi County', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Kenya', 'short_name': 'KE', 'types': ['country', 'political']}]","3950-00100nairobi mwalimu cooperative house 1st floor, <span class=""locality"">Nairobi City</span>, <span class=""country-name"">Kenya</span>",OPERATIONAL,"3950-00100nairobi mwalimu cooperative house 1st floor, Nairobi City, Kenya","{'location': {'lat': -1.2850526, 'lng': 36.82467119999999}, 'viewport': {'northeast': {'lat': -1.283697369708498, 'lng': 36.8260300802915}, 'southwest': {'lat': -1.286395330291502, 'lng': 36.8233321197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/parking-71.png,BTV Productions,,ChIJYQMqL9YQLxgReM3YUom7vUY,,,"['parking', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=5097436551728123256,,180,"3950-00100nairobi mwalimu cooperative house 1st floor, Nairobi City",,0722 893230,"{'compound_code': 'PR7F+XV Nairobi, Kenya', 'global_code': '6GCRPR7F+XV'}",,
"[{'long_name': 'PR97+3GQ', 'short_name': 'PR97+3GQ', 'types': ['plus_code']}, {'long_name': 'Nyerere Road', 'short_name': 'Nyerere Rd', 'types': ['route']}, {'long_name': 'Kilimani', 'short_name': 'Kilimani', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Nairobi City', 'short_name': 'Nairobi City', 'types': ['locality', 'political']}, {'long_name': 'Nairobi County', 'short_name': 'Nairobi County', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Kenya', 'short_name': 'KE', 'types': ['country', 'political']}]","PR97+3GQ, <span class=""street-address"">Nyerere Rd</span>, <span class=""locality"">Nairobi City</span>, <span class=""country-name"">Kenya</span>",OPERATIONAL,"PR97+3GQ, Nyerere Rd, Nairobi City, Kenya","{'location': {'lat': -1.2822785, 'lng': 36.81387129999999}, 'viewport': {'northeast': {'lat': -1.280954769708498, 'lng': 36.81533503029149}, 'southwest': {'lat': -1.283652730291502, 'lng': 36.81263706970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/parking-71.png,St. Andrews PCEA Parking,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116568866997343724355"">Alpha Gitonga</a>'], 'photo_reference': 'AWU5eFjFuC5TmyHb9rJS6n_MuoYISlfQxkr31m9Zf_WOQ_XzIhvZbgUANmZVkbtfyGpnMfRpwznmjCiNuGevsw9zdlLLx_j-xE6LlpiEmP7XHm2nOPOm3SNVPGAme7z45sbGgW1X7KFysy07beiMPB_XvdnpcUmxP9BRvB7ySRog-0DL7ji3', 'width': 3968}, {'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116560331099371500603"">KING SIMON CRAFT</a>'], 'photo_reference': 'AWU5eFj9oOo5aGjRAjvYcEJ6xQkEP5Zrxf-tFYFIB__dODByVRbQW6x56pw3UehR1NYXjcvXcYLD7-N7ozjMwu4kzlgYehYgK_UGLPsIP_Hs-Rp4HasbegKy7Eye3kJsx6oUeEliVlpJoGjd1_POpVeWR6T5RnPb81XDOxMUWmVWpX_lcYuW', 'width': 3456}, {'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117093204253692166638"">Michael Righa</a>'], 'photo_reference': 'AWU5eFgA7ceK2V08nr3qU57R3yaFVZWkOjMjLgsKiV_-GmjVrGuKiyCU-EfMxSa-sWC7PCZAchyYkjqB0WU9v8b823cDQk1F83Tcr4koMRUAI-63hQH9jSdo0AerKWwAyRnL7t3aoGwlNMJmNUFh_1RrRKniANybBCBEuArExeAsoOsc9ifs', 'width': 4160}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101213892256677571112"">Michael Waiyaki</a>'], 'photo_reference': 'AWU5eFgfQ2Ws2gLT_9SKfQ6GCexGUhguHCl7aH8ouYRcT772DU-Ku4gbWsF-iizU7MKiFlxsHXKCWT2kkKnBUMlRZfqq2Juw8l1KMfVirmTRlMNrM8ZQ98wgs_FJZjn5yfm0eZdMcRg3xacN4xbxzoe4cahoTuu-S64T4klHHaw44WbdpS7f', 'width': 4032}, {'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111193324049294599624"">Samuel Murage</a>'], 'photo_reference': 'AWU5eFhcl5etdKc4e_YFThdyDa96Ae4KOkSBawAcO_lZysv2hXuMVmRcp12vjp25X9iC2lm3O3JUTPnF88Cuyhk0bzZzspu_VKnhbzPiNP8icLg7v7EeQY_RTPDUHO5dfalBvNcjDuA5xPbsE5R8o2nRuPpd9i33TurS3EtTqE0SSE2a-isR', 'width': 4160}, {'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110903438369040383458"">Andrew K (André)</a>'], 'photo_reference': 'AWU5eFgGJPZJLFD4yBQdIfqyA1_pXlEHZo_uqtCnV61QYWYJTI5i90HnmAlbwja043pjuu1MVidwGAG1BErhQ3-ogkIlVcpWc9tX1uo_z6GbY9tfD3g0VG01UfjmVsi_yYslNEcw0ggH8qV7hcB3S6NISrsR8TCsIhO7wellZZnR901laK5z', 'width': 4864}, {'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117093204253692166638"">Michael Righa</a>'], 'photo_reference': 'AWU5eFgz0QfhQilVfAc5OKafoWzmNfRHegzF4adOdKnvRZa6Z81NwJcwFCuzLg4aAQhcu95cHYZhAQEjP7wbpQI4vB1G67rL0z3h9icfjEM7KXNrvKLRJf_kPWRGwi93Db1vYfI8rvVCkDRJa8Xd2XSOfkGnHg2_TTlt6p_anW28OvQfXP7h', 'width': 2304}, {'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107337619702791855929"">Stephen Gichuru</a>'], 'photo_reference': 'AWU5eFhXCiaDvUN63i6PzjaFTqeGMWNwT5brgSlaG55w0ENlENswPUQGVD479gIqT1uV5qzUQWFPg5ZPQy3WQym4dym8GSAvX19KVNZLt5t11zmGLmcjoGlF8qPDI3Aulmqwfa0cNkTKW0X7ghAosfLrv9OxheKY51z35xoFgNJRTI7BnrGm', 'width': 5312}, {'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117093204253692166638"">Michael Righa</a>'], 'photo_reference': 'AWU5eFiFtJROxEecSSBQil077SsL_PLwQ2M2hPKYojgzQtQhAlydGrDSIvYeSYlPs64oLqWg7XpIe03SMmwCmE2rxi00qetts-iE8bo3TRhe8h0v5GJAlrBncfVvvfCj5qqkPTv_pWUrFJiDcsjNDl9tZQcoXIIA_P_LIPJg-AL7poHqIDPy', 'width': 2304}, {'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111193324049294599624"">Samuel Murage</a>'], 'photo_reference': 'AWU5eFj3AVKvEyJznUxOSbcALZPI5Psin_ZfJTNEzewRhqKsKfTGUIULQ2X395C5JaMgcQDJDGVky6Td9zzSeryiirTqJRwAEXkJrA5oGyMkGQOFiMwd-URlGkoGiOMligJuToPk2TrufTQpQMqDxhhFCO84eKk2CdYVp-iWAwbeMFZpNZpS', 'width': 4160}]",ChIJR3HqiM0QLxgRXN9UdOLOJaU,4.1,"[{'author_name': 'Pharis Kimani', 'author_url': 'https://www.google.com/maps/contrib/106712258942266402764/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjVbTaHpIHF0jI5rIU7vvv5cms2yt-yeha4z-Vr4f0-WuV-R=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'in the last week', 'text': 'This is a church that mirrors Jesus Christ. It has ministry for all ages. More to that Mission is core activities. Has two children homes , hospital, schools and prison pastoral care.', 'time': 1706362614, 'translated': False}, {'author_name': 'Ken Maina', 'author_url': 'https://www.google.com/maps/contrib/109649017883299819031/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocLvEYnvhpzUeXDDNTLyDIR1I7SjRGMXHeqiJSe7rHuR=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 months ago', 'text': ""Friendly, visible security. Enough parking spaces until there's an event and you have to park outside the church grounds."", 'time': 1699795801, 'translated': False}, {'author_name': 'Samuel Murage', 'author_url': 'https://www.google.com/maps/contrib/111193324049294599624/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjUzwx3Xja9mwq_xGOpBA_VjDmAdamcdsDaAL70iG_CInCEm=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '5 years ago', 'text': ""I can't forget the experience I had here. There is a big arena that as a company of Entrepreneurs had anniversary event. We were more than 3000 plus attendees. You should give this place a visit, also it's a great nice church if you are a Christian.The parking is spacious."", 'time': 1537976821, 'translated': False}, {'author_name': 'charles muiruri', 'author_url': 'https://www.google.com/maps/contrib/108909004587683302529/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjWCgQ-ALQc9G_lvJAkJoHfdDTTsUzsPmmwct7U47z8g5jM=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': '7 months ago', 'text': 'Excellent home made lunch, balanced diet and tasty Githeri. Very reasonable meal prices. A quiet place to have lunch', 'time': 1686325975, 'translated': False}, {'author_name': 'Warugu Wainaina', 'author_url': 'https://www.google.com/maps/contrib/100032042159024591793/reviews', 'language': 'en', 'original_language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjU3nBrjOLI3WxEOG6xoA6oSXAeGp1zdeEqkMPKHTlBiAYQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Well organised and secure with modern payment systems during weekdays when you park you are sure your car is safe.', 'time': 1672633321, 'translated': False}]","['parking', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11900145062406053724,285.0,180,"PR97+3GQ, Nyerere Road, Nairobi City",True,0733 400023,,,
